lyrics_filename,mood,lyrics,mood_cats
Alexi_Murdoch___Song_For_You,calm,"""Song For You Lyrics[Verse 1]\nSo today I wrote a song for you\n'Cause a day can get so long\nAnd I know it's hard to make it through\nWhen you say there's something wrong\n\n[Verse 2]\nSo I'm trying to put it right\n'Cause I want to love you with my heart\nAll this trying has made me tired\nAnd I don't know even where to start\nMaybe that's a start\n[Verse 3]\nFor you know it's a simple game\nThat you play, filling up your head with rain\nAnd you know you've been hiding from your pain\nIn the way, in the way you say your name\n\n[Chorus 1]\nAnd I see you\nHiding your face in your hands\nFlying so you won't land\nYou think no one understands\nNo one understands\n\n[Verse 4]\nSo you hunch your shoulders and you shake your head\nAnd your throat is aching but you swear\nNo one hurts you, nothing could be said\nAnyway you're not here enough to care\n\n[Verse 5]\nAnd you're so tired, you don't sleep at night\nAs your heart is trying to mend\nYou keep it quiet but you think you might\nDisappear before the end\n\n[Verse 6]\nAnd it's strange how you cannot find\nAny strength to even try\nTo find a voice to speak your mind\nWhen you do, all you wanna do is cry\nWell maybe you should cry\nYou might also like[Chorus 2]\nAnd I see you\nHiding your face in your hands\nTalking 'bout far-away lands\nYou think no one understands\nListen to my hands\n\n[Outro]\nAnd all of this life\nMoves around you\nFor all that you claim\nYou're standing still\nYou are moving too\nYou are moving too\nYou are moving too\nI will move with you1Embed"", 'default'",2
Bon_Jovi___Keep_The_Faith,happy,"""TranslationsPortuguêsKeep the Faith Lyrics[Verse 1]\nMother, mother, tell your children\nThat their time has just begun\nI have suffered for my anger\nThere are wars that can't be won\n\nFather, father, please believe me\nI am layin' down my guns\nI am broken like an arrow\nForgive me, forgive your wayward son\n[Pre-Chorus]\nEverybody needs somebody to love\nMother, mother\nEverybody needs somebody to hate\nPlease believe me\nEverybody's bitchin' 'cause they can't get enough\nAnd it's hard to hold on when there's no one to lean on\n\n[Chorus]\nFaith, you know you're gonna live through the rain\nLord we've gotta keep the faith\nFaith, don't you let your love turn to hate\nNow we've gotta keep the faith\n\n[Post-Chorus]\nKeep the faith, keep the faith\nLord, we've gotta keep the faith\n\n[Verse 2]\nTell me, baby, when I hurt you\nDo you keep it all inside?\nDo you tell me all's forgiven\nAnd just hide behind your pride? Yeah\n\n[Pre-Chorus]\nEverybody needs somebody to love\nMother, father\nEverybody needs somebody to hate\nPlease don't leave me\nEverybody's bleedin' 'cause the times are tough\nWell, it's hard to be strong when there's no one to dream on\nYou might also like[Chorus]\nFaith, you know you're gonna live through the rain\nLord we've gotta keep the faith\nFaith, don't you know it's never too late\nRight now we've gotta keep the faith\nFaith, don't you let your love turn to hate\nLord, we've gotta keep the faith\n\n[Post-Chorus]\nKeep the faith, keep the faith\nOh, we've gotta keep the faith\nKeep the faith, keep the faith\nLord, we've gotta keep the faith\nOoh yeah, ooh yeah\nYeah, yeah, yeah\n\n[Guitar Solo]\n\n[Bridge]\nI've been walking in the footsteps, of society's lies\nI don't like what I see no more, sometimes I wish that I was blind\nSometimes I wait forever, to stand out in the rain\nSo no one sees me crying, trying to wash away this pain\n\n[Pre-Chorus]\nMother, father Everybody needs somebody to love\nThere's things I've done I can't erase\nEverybody needs somebody to hate\nAnd every night we fall from grace\nEverybody's bitchin' 'cause they can't get enough\nIt's hard with the world in your face\nTrying to hold on, trying to hold on\nEverybody needs, everybody, keep the faith\n[Chorus]\nFaith, you know you're gonna live through the rain\nLord you gotta keep the faith\nFaith, don't you let your love turn to hate\nRight now we've gotta keep the faith\nFaith, keep the faith, keep the faith\nTrying to hold on, trying to hold on, yeah\nFaith, keep the faith, keep the faith\nEverybody keep the faith\nFaith, keep the faith, keep the faith\nOoh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah\nEverybody needs somebody to love\nOoh yeah, ooh yeah, ooh yeah, ooh yeah, ooh yeah\nEverybody needs somebody to hate\nEverybody needs somebody to love\nEverybody needs, everybody, keep the faith\nFaith\nFaith1Embed"", 'default'",0
Fairport_Convention___Crazy_Man_Michael,sad,"""Crazy Man Michael LyricsWithin the fire and out upon the sea\nCrazy man Michael was walking\nHe met with a raven with eyes black as coals\nAnd shortly they were a-talking\n\nYour future, your future I would tell to you\nYour future you often have asked me\nYour true love will die by your own right hand\nAnd crazy man Michael will cursed be\n\nMichael he ranted and Michael he raved\nAnd beat up the four winds with his fists-o\nHe laughed and he cried, he shouted and he swore\nFor his mad mind had trapped him with a kiss-o\nYou speak with an evil, you speak with a hate\nYou speak for the devil that haunts me\nFor is she not the fairest in all the broad land\nYour sorcerer's words are to taunt me\n\nHe took out his dagger of fire and of steel\nAnd struck down the raven through the heart-o\nThe bird fluttered long and the sky it did spin\nAnd the cold earth did wonder and startle\n\nO where is the raven that I struck down dead\nAnd here did lie on the ground-o\nI see that my true love with a wound so red\nWhere her lover's heart it did pound-o\n\nCrazy Man Michael he wanders and calls\nAnd talks to the night and the day-o\nBut his eyes they are sane and his speech it is plain\nAnd he longs to be far away-o\n\nMichael he whistles the simplest of tunes\nAnd asks the wild wolves their pardon\nFor his true love is flown into every flower grown\nAnd he must be keeper of the gardenYou might also likeEmbed"", 'default'",1
Green_Sun___Andromeda,sad,"""Andromeda LyricsYou are the night\nAnd I am the day\nIn the 17th hour we meet\nWhenever I descend in sunset\n\nThere you are following\nMy night so sweet\nWith the scent of life you fill me\nI want to return this love\n\nFor it's always spring when you're near\nBringing the serenity of a pure white dove\nYes you do with your love\nI am the moon\nYou are the sun\nWhen daylight breaks soon darkness will come\nIt is in this cycle we become one\nI am you are me a reflection\n\nWhen looking I see myself\nYou are the night\nAnd I am the day\nVeil the sky you body\n\nIn a blanket of deep blue\nSo I can uncover undress and complete youYou might also likeEmbed"", 'default'",1
Jewel___Near_You_Always,sad,"""Near You Always Lyrics[Verse 1]\nPlease don't say I love you\nThose words touch me much too deeply\nAnd they make my core tremble\nDon't think you realize the effect you have over me\nPlease don't look at me like that\nIt just makes me wanna make you near me always\n\n[Verse 2]\nPlease don't kiss me so sweet\nIt makes me crave a thousand kisses to follow\nAnd please don't touch me like that\nMakes every other embrace seem pale and shallow\nAnd please don't come so close\nIt just makes me wanna make you near me always\n[Bridge]\nPlease don't bring me flowers\nThey only whisper the sweet things you'd say\nDon't try to understand me\nYour hands already know too much anyway\nIt makes me wanna make you near me always\n\n[Verse 3]\nAnd when you look in my eyes\nPlease know my heart is in your hands\nIt's nothing that I understand, but when in your arms\nYou have complete power over me\nSo be gentle if you please 'cause\n\n[Chorus]\nYour hands are in my hair, but my heart is in your teeth, babe\nAnd it makes me wanna make you near me always\n\n[Chorus]\nYour hands are in my hair, but my heart is in your teeth, babe\nAnd it makes me wanna make you near me always\n\n[Outro]\nI wanna be near you always\nI wanna be near you always\nI wanna be near you alwaysYou might also likeEmbed"", 'default'",1
Fischerspooner___Get_Confused,happy,"""Get Confused LyricsDo I like to have confusion?\nYes I do\nAm I... Am I in any danger?\nYes I am\nDo I like whats happening?\nYes I do\nAnd can I deal with it directly?\nYes I can\n\nI take the trouble\nI take the time\nI get the feeling that I'm doing whats right\nI may be reckless\nMay be a fool\nBut I get excited when I get confused\nWill I have to start all over\nYes I will\nHad I a right to make those statements\nYes I have\nShall I meet with opposition?\nDid I justify my actions?\nHave I forgotten what the question was?\nYes I have\n\nI take the trouble\nI take the time\nI get the feeling that I'm doing whats right\nI may be reckless\nMay be a fool\nBut I get excited when I get confused\n\nI take the trouble\nI take the time\nI get the feeling that I'm doing whats right\nI may be reckless\nMay be a fool\nBut I get excited when I get confused\n\nHave I forgotten what the question was?\n\nHave I forgotten what the question was?\nYou might also likeWhen I when I when I when I get confused\nWhen I when I when I when I get confusedEmbed"", 'default'",0
Faith_No_More___Evidence,sad,"""Evidence Lyrics[Verse 1]\nIf you want to open the hole\nJust put your head down and go\nAnd step beside the piece of the circumstance\nYou got to wash away the taste of evidence\n\n[Bridge]\nWash it away\nEvidence, evidence, evidence\nGot to taste evidence\n[Chorus]\nI didn't feel a thing\nIt didn't mean a thing\nLook in the eye and testify\nDidn't feel a thing\n\n[Verse 2]\nAnything you say and we know you're guilty\nHands above your head and you won't even feel me\nYou won't feel me\n\n[Bridge]\nWash it away\nEvidence, evidence, evidence\nGot to taste evidence\n\n[Chorus] 3xYou might also like5Embed"", 'default'",1
Florence__The_Machine___Cosmic_Love,sad,"""TranslationsTürkçePortuguêsCosmic Love Lyrics[Verse 1]\nA falling star fell from your heart and landed in my eyes\nI screamed aloud, as it tore through them\nAnd now it's left me blind\n\n[Chorus]\nThe stars, the moon, they have all been blown out\nYou left me in the dark\nNo dawn, no day, I'm always in this twilight\nIn the shadow of your heart\n[Verse 2]\nAnd in the dark, I can hear your heartbeat\nI tried to find the sound\nBut then it stopped, and I was in the darkness\nSo darkness I became\n\n[Chorus]\nThe stars, the moon, they have all been blown out\nYou left me in the dark\nNo dawn, no day, I'm always in this twilight\nIn the shadow of your heart\n\n[Bridge]\nI took the stars from our eyes, and then I made a map\nAnd knew that somehow I could find my way back\nThen I heard your heart beating, you were in the darkness too\nSo I stayed in the darkness with you\n\n[Chorus]\nThe stars, the moon, they have all been blown out\nYou left me in the dark\nNo dawn, no day, I'm always in this twilight\nIn the shadow of your heart\n\n[Chorus]\nThe stars, the moon, they have all been blown out\nYou left me in the dark\nNo dawn, no day, I'm always in this twilight\nIn the shadow of your heartSee Florence + the Machine LiveGet tickets as low as $58You might also like35Embed"", 'default'",1
Burial___Dog_Shelter,calm,"'Dog Shelter LyricsNothing I say [?]You might also likeEmbed', 'default'",2
American_HiFi___Flavor_Of_The_Weak,happy,"""Flavor of the Weak Lyrics[Verse 1]\nShe paints her nails and she don't know\nHe's got her best friend on the phone\nShe'll wash her hair\nHis dirty clothes are all he gives to her\nAnd he's got posters on the wall\nOf all the girls he wished she was\nAnd he means everything to her\n\n[Chorus]\nHer boyfriend, he don't know\nAnything about her\nHe's too stoned, Nintendo\nI wish that I could make her see\nShe's just the flavor of the weak\n[Verse 2]\nIt's Friday night and she's all alone\nHe's a million miles away\nShe's dressed to kill, but the TV's on\nHe's connected to the sound\nAnd he's got pictures on the wall\nOf all the girls he's loved before\nAnd she knows all his favorite songs\n\n[Chorus]\nHer boyfriend, he don't know\nAnything about her\nHe's too stoned, Nintendo\nI wish that I could make her see\nShe's just the flavor of the weak\nYeah\n\n[Bridge]\nHer boyfriend, he don't know\nAnything about her\nHe's too stoned, he's too stoned\nHe's too stoned, he's too stoned\n\n[Chorus]\nHer boyfriend, he don't know\nAnything about her\nHe's too stoned, Nintendo\nI wish that I could make her see\nShe's just the flavor of the weak\nYeah, she's the flavor of the weak\nBut she makes me weakYou might also like1Embed"", 'default'",0
Dragonland___A_Last_Farewell,sad,"'A Last Farewell Lyrics""To leave someone you love deeply without hope\nOf ever seeing each other again, can tear the hardest heart apart\nBut sometimes you must act unselfish and do what you feel\nYou have to, even if it bears against you...life is not always fair""\n\nSolo: O.M, N.M\n\nThe time has come for me\nTo ride on towards the plains\nBut don\'t you shed no tears now\nSomeday I might come home again\nI\'d give you the moon and the sun\nIf you\'d stay with me\nIf I gave you the world\nWould you stay here by my side?\n\nBut I might return again\nOh, please stay with me\nI must follow the call of my king\nOh, stay with me\n\nMy land has now burned down\nBlackened soil is all that now remains\nThe ashes of my home\nAll that was slips through my hands\n\nAs I gaze into the fire\nLoneliness sets in\nAs the flames fades away\nYou\'re disappering from my reach\n\nI have to go\nLet me come and ride by your side\nMy love, my only one\nMy love, my only one\n\nHeartbreaking melody\nEnveloped in tragedy\nTears are falling\nMy destiny\'s calling\nYou might also likeIn our darkest hour\nOh, never say goodbye\nA song for our last farewell\nOur last farewell\n\nFor you I write these words\nA song of our last farewell\nI know I won\'t come home again\nOur last farewell\n\nHeartbreaking melody\nEnveloped in tragedy\nThis is our final farewell\nOur last farewellEmbed', 'default'",1
